"doi","Id","grant_title"
"10.1371/journal.pone.0024479","086077","Targeting and regulation of membrane-associated cytoplasmic dynein."
"10.1371/journal.pone.0024525","065699","White matter connections brain maturation and neuropsychology development in young adults born very preterm."
"10.1371/journal.ppat.1001050","085744","Kinesin motorproteins in Trypanosoma brucei: Functional characterisation and drug target validation."
"10.1371/journal.pone.0035973","082596","Structure, specificity and mechanism of biosynthetic enzymes in trypanosomatids and inhibitor discovery of essential microbial functions."
"10.1371/journal.pone.0035973","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.ppat.1003122","068634","The role of TNF-alpha in interleukin-13 mediated resistance to Trichuris muris."
"10.1371/journal.pone.0004002","074322","Genetic epidemiology of tick-borne disease systems."
"10.1371/journal.pone.0007381","074695","Studies of natural selection on malaria parasite merozoites in relation to invasion and immunity."
"10.1371/journal.pone.0055453","084226","Investigation into Plasmodium falciparum rosetting mechanisms and development of rosette-disrupting interventions to treat or prevent severe malaria."
"10.1371/journal.ppat.0030189","067441","Lipid biosynthesis and its influence on the glycosylphosphatidylinositol pathway in protozoan parasites."
"10.1371/journal.pone.0011906","073735","Fronto-striatal control of action in health and disease."
"10.1371/journal.pone.0073999","084226","Investigation into Plasmodium falciparum rosetting mechanisms and development of rosette-disrupting interventions to treat or prevent severe malaria."
"10.1371/journal.pntd.0000200","068706","Phylogeographical studies of the Asian schistosomes and their hosts."
"10.1371/journal.pone.0004447","071436","Cellular thalamic mechanisms under physiological and pathological conditions."
"10.1371/journal.pone.0004447","078311","An in vitro study of the cellular and network basis of the cortical and subcortical pacemakers of key brain rhythms."
"10.1371/journal.pone.0064137","099220","Molecular analyses of arbovirus-host interactions."
"10.1371/journal.pone.0006083","078925","Monitoring trends in malaria transmission using serological markers of malaria exposure."
"10.1371/journal.pntd.0002008","085440","Control of intestinal schistosomiasis and molecular epidemiology of Schistosoma mansoni in Ugandan infants and preschool children."
"10.1371/journal.pone.0026223","066357","11Beta-Hydroxysteriod dehydrogenases and human disease."
"10.1371/journal.pntd.0002542","085440","Control of intestinal schistosomiasis and molecular epidemiology of Schistosoma mansoni in Ugandan infants and preschool children."
"10.1371/journal.pntd.0000473","064693","The impact of helminths on the response to immunisation and on susceptibility to infectious diseases in childhood in Uganda."
"10.1371/journal.pone.0000541","063009","The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.ppat.1002602","068981","Infection and immunity."
"10.1371/journal.pmed.1000088","081052","Cluster randomised controlled trial of the effect of community mobilisation onneonatal survival in Mumbai slums."
"10.1371/journal.pone.0006420","076954","General purpose and clade-specific virulence in Candida albicans."
"10.1371/journal.ppat.1002334","064014","Molecular analysis of the regulation of transcription by Epstein-Barr virus."
"10.1371/journal.ppat.1002334","078291","Dissecting and disrupting Epstein-Barr virus transcription initiation and elongation during latent infection."
"10.1371/journal.ppat.1002414","083313","The anti-inflammatory and cell protecting activities of enteropathogenic E.coli (EPEC)."
"10.1371/journal.pone.0047039","089102","Conjugate vaccine that protects against typhoid fever caused by the Salmonella enterica serovars Typhi and Paratyphi A."
"10.1371/journal.pone.0028638","076990","Investigation and characterisation of a novel cell-cycle regulatory protein upregulated by Epstein-Barr virus EBNA 3C."
"10.1371/journal.pone.0028638","088140","The role of RGC-32 in Epstein-Barr virus mediated cell-cycle deregulation."
"10.1371/journal.pone.0030455","082119","The role of VAP in ER-plasma membrane bridges."
"10.1371/journal.ppat.1002024","080713","A four year PhD programme in bioinformatics."
"10.1371/journal.ppat.1000805","084534","Constitutive migration of alveolar macrophages and the regulation of pulmonary immunity."
"10.1371/journal.pone.0035792","082596","Structure, specificity and mechanism of biosynthetic enzymes in trypanosomatids and inhibitor discovery of essential microbial functions."
"10.1371/journal.pone.0035792","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.pone.0075217","090300","Mechanisms of Muskelin/RanBP9/CTLH complex."
"10.1371/journal.ppat.1003790","084582","Genetic engineering of refractory mosquito vectors for the control of malaria transmission."
"10.1371/journal.pbio.0050210","056727","Multiphoton confocal imaging, fluorescence correlation and time-resolved spectroscopy to study membrane rafts, protein folding and olfactory coding."
"10.1371/journal.pone.0067689","083524","Centre for Gene Regulation and Expression."
"10.1371/journal.pone.0067689","073980","Structure and function of the mammalian cell nucleus."
"10.1371/journal.pmed.1001257","081052","Cluster randomised controlled trial of the effect of community mobilisation onneonatal survival in Mumbai slums."
"10.1371/journal.ppat.1003344","094752","Functional analysis of the Plasmodium falciparum cGMP-dependent protein kinase."
"10.1371/journal.pone.0044673","093711","Molecular and Cellular Biology"
"10.1371/journal.ppat.1000925","084280","Structural and biochemical studies on the interaction of HIV Vif with its partner ubiquitin ligase complex."
"10.1371/journal.pone.0011515","084280","Structural and biochemical studies on the interaction of HIV Vif with its partner ubiquitin ligase complex."
"10.1371/journal.ppat.1000330","083498","Validation of the APOBEC3G-Vif interaction as a drug target."
"10.1371/journal.pntd.0000914","085308","Epidemiology of zoonoses amongst livestock and their keepers in East Africa."
"10.1371/journal.ppat.1002578","075470","Imaging the Morphogenesis, Cell Division and Growth of Microorganisms."
"10.1371/journal.pcbi.1000946","082601","Host-parasite interactions elucidated by McMC based Bayesian inference."
"10.1371/journal.pone.0008623","085308","Epidemiology of zoonoses amongst livestock and their keepers in East Africa."
"10.1371/journal.pone.0061878","092539","The role of caspase-2 in retinal ganglion cell apoptosis after optic nerve transection."
"10.1371/journal.pone.0010287","084336","Oxidative stress signalling and cellular responses in decidualizing human endometrium."
"10.1371/journal.pgen.1002704","081917","Whole-genome transcriptomic profiling: A resource for the discovery of expression QTLs associated with common disease."
"10.1371/journal.pgen.1002704","077192","Richard Durbin faculty research in computational genomics: sequence analysis mmethodology and TreeFam, a new gene classification resource."
"10.1371/journal.pgen.1002704","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0018953","085448","Defining the features of minimal imprinted loci generated by retrotransposition."
"10.1371/journal.pgen.1003444","096388","Diabetes and Inflammation Laboratory."
"10.1371/journal.pgen.1003444","061858","JDRF/WT Diabetes and Inflammation Laboratory."
"10.1371/journal.pgen.1003444","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0050321","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0050321","076467","ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0065789","088984","Identifying patterns of genome-wide association in the development of cognitive, behavioural and psychiatric disorders."
"10.1371/journal.pbio.0060284","073228","Confocal microscopy for time-lapse, FRET and calcium imaging analyses of cellular processes."
"10.1371/journal.pgen.1001258","078327","Congenic cell bank for pigmentary mutations"
"10.1371/journal.pntd.0000973","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pntd.0000958","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pbio.1000200","075934","Cellular and genetic analysis of dendritic morphogenesis and synaptic patterning"
"10.1371/journal.pgen.1003962","075438","Kinetic principles of translational control in Saccharomyces cerevisiae."
"10.1371/journal.ppat.1003183","090315","Poxvirus immune evasion strategies."
"10.1371/journal.ppat.1003213","087582","Systematic analysis of essential parasite genes linked to invasion of the host cell in Toxoplasma gondii."
"10.1371/journal.pone.0000691","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.ppat.1002554","090313","Investigation of the role of protein phosphorylation in the erythrocytic stage of the human malarial parasite Plasmodium falciparum."
"10.1371/journal.pntd.0000210","062984","A comparison of targeting strategies for Chagas disease control in the Andean region"
"10.1371/journal.ppat.1002814","076945","Mechanisms and consequences of host-mediated macrophage apoptosis in pneumococcal pneumonia. min bid02000405"
"10.1371/journal.pntd.0000941","085308","Epidemiology of zoonoses amongst livestock and their keepers in East Africa."
"10.1371/journal.pone.0064991","077012","Cancer Genome Project."
"10.1371/journal.pone.0053690","093160","The mechanism of Hsmar1 transposition and its epigenetic interactions with the host."
"10.1371/journal.pone.0070452","091163","Upgrade of the Wellcome Trust Protein NMR Facility at Kent."
"10.1371/journal.pone.0048206","094752","Functional analysis of the Plasmodium falciparum cGMP-dependent protein kinase."
"10.1371/journal.pntd.0000714","076734","Hsp90 as a molecular target in lymphatic filarial worms."
"10.1371/journal.pone.0039044","084507","Telomeres and subtelomeres in yeast."
"10.1371/journal.pone.0005128","066270","Approaches to understand the molecular basis of Huntingdon's disease and develop therapeutic interventions."
"10.1371/journal.pone.0005128","073061","Impairment of the ubiquitin proteasome pathway in Huntington's Disease pathogenesis."
"10.1371/journal.pone.0006698","059141","Childhood tuberculosis: identification of the molecular immunological basis of susceptibility and resistence to mycobacterial infection."
"10.1371/journal.ppat.1002802","093488","Merging theory and field studies for infectious disease dynamics."
"10.1371/journal.pone.0081041","059131","Urban community randomization trial of sexually transmitted disease."
"10.1371/journal.ppat.1002015","078538","Molecular epidemiological, population genetic and clinical studies on Plasmodium knowlesi and other potentially zoonotic malaria parasites in Malaysian Borneo."
"10.1371/journal.ppat.1002665","084226","Investigation into Plasmodium falciparum rosetting mechanisms and development of rosette-disrupting interventions to treat or prevent severe malaria."
"10.1371/journal.ppat.1002665","084535","Measuring the impact of naturally acquired immunity on the expression of Plasmodium falciparum variant surface antigens."
"10.1371/journal.pone.0040348","090940","Characterisation of host virus interactions."
"10.1371/journal.pone.0003901","077273","Investigations of tuberculosis-specific memory/effector T cell responses in HIV-infected children receiving highly-active anti-retroviral therapy (HAART)."
"10.1371/journal.pone.0075379","086113","Scottish Health Informatics Programme (SHIP) ."
"10.1371/journal.pone.0012589","064722","Severe anaemia in Malawian children: A detailed investigation into the aetiology, pathogenesis and long term outcome."
"10.1371/journal.pmed.1001112","077016","Genetic studies of the aetiology of human metabolic disease: morbid obesity, obesity, severe insulin resistance and type 2 diabetes."
"10.1371/journal.pmed.1001413","095066","Defining the population at risk and burden of disease of Plasmodium vivax malaria."
"10.1371/journal.pmed.1001413","091835","ROAD-MAP: a repository for open access data collected by the Malaria Atlas Project."
"10.1371/journal.pone.0063540","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pone.0063540","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0035319","095127","Mapping the risks of Plasmodium falciparum infections in areas of low transmission intensity ."
"10.1371/journal.pone.0010258","084336","Oxidative stress signalling and cellular responses in decidualizing human endometrium."
"10.1371/journal.pone.0071098","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0057726","084113","Human and Veterinary Vaccinology."
"10.1371/journal.pone.0064216","081276","Mechanisms of action of eosinophils and their granule proteins."
"10.1371/journal.pone.0022713","080566","Mechanisms of target cell entry and applications of protein toxinx."
"10.1371/journal.pone.0059264","084582","Genetic engineering of refractory mosquito vectors for the control of malaria transmission."
"10.1371/journal.pone.0078309","091505","Confocal microscopic studies in Neuroscience."
"10.1371/journal.pone.0006838","081279","The genetic basis of variation in the susceptibility of Drosophila to viral infection."
"10.1371/journal.pone.0022771","081385","Molecular mechanisms governing X chromosome inactivation; a model for understanding epigenetic regulation of the genome in differentiation and development."
"10.1371/journal.pone.0059590","081671","Sorting of ion transport proteins - assembly-dependent cell surface transport of multimeric membrane proteins and ion homeostasis in the early secretory pathway."
"10.1371/journal.pone.0059590","088163","The biogenesis of polytopic membrane proteins: integrating functionally compromised transmembrane segments."
"10.1371/journal.pone.0018993","053335","The nature and causes of language impairments in children."
"10.1371/journal.pone.0075913","088677","Investigation of metabolism and substrate utilization of Mycobacterium tuberculosis."
"10.1371/journal.ppat.1003676","097377","Wellcome Strategic Award for Medical Mycology and Fungal Immunology"
"10.1371/journal.pbio.1000135","075934","Cellular and genetic analysis of dendritic morphogenesis and synaptic patterning"
"10.1371/journal.pone.0007397","063009","The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.pgen.1001113","089061","Integrated genome wide profiling of common traits: genetics of cardiovascular and neuropsychiatric diseases."
"10.1371/journal.pone.0050325","064693","The impact of helminths on the response to immunisation and on susceptibility to infectious diseases in childhood in Uganda."
"10.1371/journal.pone.0050325","074791","Does elimination or prevention of helminth infection lead to an association between socio-economic development and increased incidence of allergic conditions in young children."
"10.1371/journal.pgen.1002145","080971","Uncovering the functions of the Foxp2 gene in the mammalian central nervous system."
"10.1371/journal.pone.0067327","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pone.0035955","072033","Interactions between sub-threshold conductances and their functional relevance at auditory synapses."
"10.1371/journal.pgen.1003955","082962","Hedgehog signalling in zebrafish: Functional analysis of the pathway components."
"10.1371/journal.pone.0039492","079351","Regulation of transcription elongation by Spt4/5 and NusA."
"10.1371/journal.pone.0052209","089028","Development of mass spectrometry tools to study signaling networks in vivo."
"10.1371/journal.ppat.1000964","079588","Staphylococcus aureus invasion of host cells: the role of multiple fibronectin-binding sites, integrin-clustering and caveolae in invasion."
"10.1371/journal.pcbi.1002060","088677","Investigation of metabolism and substrate utilization of Mycobacterium tuberculosis."
"10.1371/journal.pone.0060035","084067","Investigating neural communication with multivariate autoregressive models."
"10.1371/journal.pone.0060035","091928","Neural mechanisms of sensory awareness."
"10.1371/journal.pone.0028787","089698","A systematic investigation into the pathogenesis and course of Parkinson's syndrome."
"10.1371/journal.pone.0028787","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0066129","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pone.0066129","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0004520","081667","Clinical proteomic and genomic characterisation of the immune reconstitution inflammatory syndrome in HIV-associated tuberculosis"
"10.1371/journal.pone.0002081","081829","Defining vulnerable populations using spatial models to support the equitable delivery of insecticide treated nets (ITN) in Kenya."
"10.1371/journal.pone.0013488","084229","Three-dimensional proteomics: Mapping the geometry of large protein assemblies using cross-linking, mass spectrometry, and bioinformatics."
"10.1371/journal.pone.0013488","065061","Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pone.0078445","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pone.0078445","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0038663","057733","Functional genomics of type 2 diabetes quantitative trait loci in rat models."
"10.1371/journal.pone.0023160","085483","Protein kinase G Ia: From novel substrates, structural analysis and cGMP-independent activation to defining how it mediates cardioprotection."
"10.1371/journal.pone.0023204","077012","Cancer Genome Project."
"10.1371/journal.pmed.1000306","077078","Wellcome Trust Major Overseas Programme - Hospital for Tropical Disease Vietnam."
"10.1371/journal.pone.0071305","091593","Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pone.0001599","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pone.0064127","063215","Plasmodium falciparum erythrocyte membrane protein 1 and var gene expression, parasite sequestration and anti-adhesion antibody responses."
"10.1371/journal.pone.0033130","080971","Uncovering the functions of the Foxp2 gene in the mammalian central nervous system."
"10.1371/journal.pntd.0002072","090219","Determining routes of B. pseudomallei infection and development of evidence-based guidelines for the prevention of melioidosis."
"10.1371/journal.pone.0046730","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0016337","076939","Cellular and molecular basis of the spatial organisation of collagen fibrils."
"10.1371/journal.pone.0025622","089698","A systematic investigation into the pathogenesis and course of Parkinson's syndrome."
"10.1371/journal.pone.0047750","059131","Urban community randomization trial of sexually transmitted disease."
"10.1371/journal.pone.0027200","069683","Investigating and responding to health, population and social transitions in rural Southern Africa."
"10.1371/journal.pone.0027200","085477","Health, population and social transitions in rural Southern Africa: Elucidating pathways and testing interventions."
"10.1371/journal.pntd.0002163","089275","Thailand Major Overseas Programme Core Grant Renewal 2010 to 2015."
"10.1371/journal.pntd.0001548","085133","Density-Dependent Host Choice by Onchocerciasis Vectors."
"10.1371/journal.pone.0016651","084241","The role of stem and progenitor cell populations in skeletal muscle homeostasis, repair and regeneration."
"10.1371/journal.pone.0011762","076352","Innate and acquired cellular immunity an HIV-seropositive mothers and their infants."
"10.1371/journal.pone.0051084","076467","ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0051084","085515","Public Health Consequences of Modifiable Maternal Exposures: Offspring Obesity and Cognitive Health in Two Cohorts in the UK and Brazil."
"10.1371/journal.pone.0001801","059879","Investigation of alternative splicing mechanisms."
"10.1371/journal.pntd.0002452","085133","Density-Dependent Host Choice by Onchocerciasis Vectors."
"10.1371/journal.pone.0039964","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pcbi.1000770","077192","Richard Durbin faculty research in computational genomics: sequence analysis mmethodology and TreeFam, a new gene classification resource."
"10.1371/journal.ppat.1001306","082130","Antigenic variation in malaria: A genome-wide approach."
"10.1371/journal.pone.0002251","064766","The immune response to HTLV-1: lymphocyte function and genetic control."
"10.1371/journal.pone.0042445","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0031208","084113","Human and Veterinary Vaccinology."
"10.1371/journal.pone.0031208","045488","Cellular immunology and human genetics of malaria and tuberculosis."
"10.1371/journal.pone.0008902","061231","Pulmonary defence and susceptibility to infection with Streptocccus pneumoniae in HIV-infected Malawian adults."
"10.1371/journal.ppat.1000599","89085","Experimental genetics of malaria parasites and parasite-host interactions."
"10.1371/journal.pone.0009577","078067","Optimizing the translation of MODS into policy and practice to maximize utility and impact"
"10.1371/journal.pone.0060216","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0058027","085295","Structure and function of IP3 receptors."
"10.1371/journal.pone.0058027","082837","Chemical biology, inositol polyphosphates and cell signalling."
"10.1371/journal.pntd.0001322","089276","Viet Nam Major Overseas Programme Core Grant Renewal 2010-2015."
"10.1371/journal.pone.0044845","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pmed.1000191","065810","Prevention of infection associated premature delivery in a rural population in Malawi."
"10.1371/journal.pntd.0000967","077078","Wellcome Trust Major Overseas Programme - Hospital for Tropical Disease Vietnam."
"10.1371/journal.pone.0014772","076467","ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pcbi.1003059","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pcbi.1003059","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1002992","074695","Studies of natural selection on malaria parasite merozoites in relation to invasion and immunity."
"10.1371/journal.pgen.1002992","090770","Resource centre for genomic epidemiology of malaria."
"10.1371/journal.pone.0011103","074617","Molecular and cellular approaches to ocular angiogenesis."
"10.1371/journal.pone.0004033","069962","A four year PhD programme in Bioinformatics."
"10.1371/journal.pone.0072207","073980","Structure and function of the mammalian cell nucleus."
"10.1371/journal.pone.0072207","083524","Centre for Gene Regulation and Expression."
"10.1371/journal.pone.0072207","097945","Wellcome Trust Technology Platform"
"10.1371/journal.pone.0049651","078067","Optimizing the translation of MODS into policy and practice to maximize utility and impact"
"10.1371/journal.pone.0029118","089979","Life course inequalities in asthma: estimating its burden and understanding its aetiology."
"10.1371/journal.pcbi.1000815","086699","Development and standardization of biologically realistic neural network models through an open source database."
"10.1371/journal.pcbi.1000815","064413","Vesicle dynamics and synaptic computation."
"10.1371/journal.pmed.1001018","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.ppat.1002995","076964","Understanding pathogen diversity and evolution and their consequences for human and animal health and disease through sequencing and comparative analysis."
"10.1371/journal.pone.0041937","077108","Genome-wide identification of novel extracellular protein:protein interactions with functional annotation in the model vertebrate, the zebrafish."
"10.1371/journal.pntd.0000323","078317","Schistosome life-cycle expression profiling using a full-transcriptome DNA mocroarray."
"10.1371/journal.pntd.0000323","068501","Investigations into the biology of Schistosoma mansoni sexual maturation and development using a functional genomics strategy."
"10.1371/journal.pone.0055195","079082","Cellular immune responses in children with Plasmodium falciparum infection."
"10.1371/journal.pone.0071690","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0044617","083811","Conditional Translational Repression: a core regulatory mechanism of gene expression during development of the malaria parasite - study and applications."
"10.1371/journal.pcbi.1000507","073980","Structure and function of the mammalian cell nucleus."
"10.1371/journal.pone.0062305","073980","Structure and function of the mammalian cell nucleus."
"10.1371/journal.pone.0042382","091182","Selfish mutations in the testis: impact on evolution and disease."
"10.1371/journal.pgen.1001276","077192","Richard Durbin faculty research in computational genomics: sequence analysis mmethodology and TreeFam, a new gene classification resource."
"10.1371/journal.pone.0008025","066270","Approaches to understand the molecular basis of Huntingdon's disease and develop therapeutic interventions."
"10.1371/journal.pgen.1003570","086785","Genomic Medicine & Statistics"
"10.1371/journal.pgen.1003570","083573","Analysis of quantitative trait networks in disease models."
"10.1371/journal.pgen.1003570","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1003570","079912","Identification of quantitative trait genes in the mouse."
"10.1371/journal.pcbi.1003371","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pone.0047072","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0010557","073228","Confocal microscopy for time-lapse, FRET and calcium imaging analyses of cellular processes."
"10.1371/journal.pone.0021371","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0060609","085295","Structure and function of IP3 receptors."
"10.1371/journal.pone.0009413","084369","Structural and biochemical basis of DNA repair during meningococcal bacteraemia."
"10.1371/journal.pntd.0001753","088862","Impact of early infectious and microbial exposures on the development of immunity and allergic inflammatory disease in children living in a tropical region of Ecuador."
"10.1371/journal.pone.0002891","057097","The identification of susceptibility genes for multiple sclerosis."
"10.1371/journal.pone.0052489","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pntd.0001032","074637","Optimising the management of drug resistant vivax malaria in Papua, Indonesia"
"10.1371/journal.pmed.1000277","077078","Wellcome Trust Major Overseas Programme - Hospital for Tropical Disease Vietnam."
"10.1371/journal.pone.0075085","082464","Ethnic differences in risks and outcomes of the cardiometabolic syndrome: Southall And Brent REvisited: SABRE."
"10.1371/journal.pone.0029088","080388","Effects of in-utero exposure to environmental chemicals via maternal pasture ingestion on fetal development."
"10.1371/journal.pone.0016709","063558","Epidemiology of mycobacterial and HIV infections in Northern Malawi."
"10.1371/journal.pgen.1002139","091746","Genomics of quantitative variation."
"10.1371/journal.pgen.1002139","081917","Whole-genome transcriptomic profiling: A resource for the discovery of expression QTLs associated with common disease."
"10.1371/journal.pone.0031660","085540","Social Epidemiology of Psychoses in East Anglia [SEPEA] study: disentangling poverty, migration and urbanicity."
"10.1371/journal.pone.0078336","86546","The dynamics of meningococcal carriage in Africa and the impact of vaccination."
"10.1371/journal.pmed.1001172","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pone.0068219","084674","Wellcome South Asia Centre."
"10.1371/journal.pcbi.1001020","083563","Discovery and annotation of regulatory elements in metazoan genomes."
"10.1371/journal.pbio.1001396","084311","Principles of neurotransmitter signal formation in the brain ."
"10.1371/journal.pmed.0050017","097030","Biomedical Vacation Scholarship."
"10.1371/journal.pone.0020802","075731","Human glomerular endothelium: barrier properties and interactions with podocytes as contributors to the glomerular filtration barrier. Previously minuted Conditional as PHY00181004"
"10.1371/journal.pone.0010543","081548","Histone modifications and developmental gene expression in Dictyostelium."
"10.1371/journal.pone.0024158","082596","Structure, specificity and mechanism of biosynthetic enzymes in trypanosomatids and inhibitor discovery of essential microbial functions."
"10.1371/journal.pone.0024158","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.pcbi.1003036","082273","Evolutionary Ecology of Microbial Virulence."
"10.1371/journal.pone.0079489","089275","Thailand Major Overseas Programme Core Grant Renewal 2010 to 2015."
"10.1371/journal.pone.0073047","098504","Exploiting the potential offered by the increasing computerisation of health records for population based research."
"10.1371/journal.pone.0052622","088410","The early events in signalling by platelet ITAM and ITAM-like receptors."
"10.1371/journal.pone.0066068","085295","Structure and function of IP3 receptors."
"10.1371/journal.pone.0019105","082825","Mycobacterium tuberculosis lipids in inhibition of phagosome maturation."
"10.1371/journal.pone.0001023","063516","Natural transmission blocking immunity to malaria: specificity and duration of efficacy."
"10.1371/journal.pone.0014470","063516","Natural transmission blocking immunity to malaria: specificity and duration of efficacy."
"10.1371/journal.pone.0054570","089275","Thailand Major Overseas Programme Core Grant Renewal 2010 to 2015."
"10.1371/journal.pone.0078654","079792","Monocarboxylate transporters and their ancillary proteins: studies on the molecular basis of their interaction and distinct properties."
"10.1371/journal.pone.0025137","078925","Monitoring trends in malaria transmission using serological markers of malaria exposure."
"10.1371/journal.pone.0076283","088304","Effect of inflammation and insulin on glucose homeostasis in the airway epithelium."
"10.1371/journal.pone.0078964","064722","Severe anaemia in Malawian children: A detailed investigation into the aetiology, pathogenesis and long term outcome."
"10.1371/journal.pcbi.1000017","067595","Structural and functional characterisation of intrinsically unstructured proteins."
"10.1371/journal.pone.0040206","079791","The genetic basis of podoconiosis - a model for gene environment interactions."
"10.1371/journal.pntd.0001555","064722","Severe anaemia in Malawian children: A detailed investigation into the aetiology, pathogenesis and long term outcome."
"10.1371/journal.pone.0018162","078285","Drug discovery for malaria based on novel drug targets, with the aim to find a one dose cure for Plasmodium faliciparum and a curative modality for Plasmodium vivax."
"10.1371/journal.pone.0022271","089455","Wellcome Trust PhD Programme for Clinicians at the University of Oxford: 'Investigation of the role of Plasmodium falciparum EBA and RH family antigens in immune evasion and as multi-antigen vaccine candidates.'"
"10.1371/journal.pmed.1000325","069683","Investigating and responding to health, population and social transitions in rural Southern Africa."
"10.1371/journal.pone.0019318","059131","Urban community randomization trial of sexually transmitted disease."
"10.1371/journal.pone.0024721","059131","Urban community randomization trial of sexually transmitted disease."
"10.1371/journal.pone.0011146","083018","Diabetes-induced bone marrow microangiopathy: a novel target to combat ischaemic complications. ."
"10.1371/journal.pone.0017418","083515","Characterization of pyrethroid resistance in field populations of Anopheles funestus, malaria vector in Africa."
"10.1371/journal.pone.0081132","091939","The fate of VgrG effector proteins in the type VI secretion process: a key issue in bacteria-host relationship."
"10.1371/journal.pone.0007295","068050","Genomic characteristics of viruses producing chronic tick-borne encephalitis in experimental animals."
"10.1371/journal.pone.0078141","077368","Initiation of the repair of collapsed replication forks in Bacillus subtilis."
"10.1371/journal.pmed.1001321","086113","Scottish Health Informatics Programme (SHIP) ."
"10.1371/journal.pntd.0001280","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pone.0042670","064722","Severe anaemia in Malawian children: A detailed investigation into the aetiology, pathogenesis and long term outcome."
"10.1371/journal.pone.0051493","063009","The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.pone.0054888","078285","Drug discovery for malaria based on novel drug targets, with the aim to find a one dose cure for Plasmodium faliciparum and a curative modality for Plasmodium vivax."
"10.1371/journal.pgen.1002933","054523","Cell polarity and cell fate determination in C. elegans."
