"","id","publication_date","financial_disclosure","title"
"1904","10.1371/journal.pone.0031821","2012-03-14T00:00:00Z","The study was supported by the Biotechnology and Biological Sciences Research Council, http://www.bbsrc.ac.uk/, (BB/F007981/1). The Preterm Birth Growth Study was originally funded by Nutricia UK; support for the follow up studies was provided by Novo Nordisk and Special Trustees of Newcastle Hospitals. The UK Medical Research Council, http://www.mrc.ac.uk, (Grant ref: 74882) the Wellcome Trust, http://www.wellcome.ac.uk, (Grant ref: 076467) and the University of Bristol provide core support for the Avon Longitudinal Study of Parents and Children. This DNA methylation analysis aspect of this study was specifically funded by Asthma UK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","DNA Methylation Patterns in Cord Blood DNA and Body Size in Childhood"
"1905","10.1371/journal.pmed.1001169","2012-02-21T00:00:00Z","This work was made possible by grants from MMV (Medicines for Malaria Venture) donors: Bill & Melinda Gates Foundation, UK DFID, Rockefeller Foundation, Netherlands Minister Devt. Co-operation, WHO/RBM, Swiss government (DEZA/SDC), World Bank, Wellcome Trust, ExxonMobil Foundation, BHP Billiton, USAID, EU CRIMALDDI, Irish Aid, US National Institutes of Health (NIH), Spanish Agency for International Development (for more information, see the MMV website: http://www.mmv.org). EAW, DP, and SM were supported by the Wellcome Trust, MMV, and the Keck Foundation. MD and RES were supported by MMV. SW and CS were supported by MMV and Swiss TPH. No MMV funding bodies had any role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Activities of Current Antimalarial Drugs on the Life Cycle Stages of Plasmodium: A Comparative Study with Human and Rodent Parasites"
"1906","10.1371/journal.pone.0034018","2012-04-13T00:00:00Z","This research was a part of the Wellcome Trust Mahidol University Oxford Tropical Medicine Research Programme, supported by the Wellcome Trust of Great Britain (Major Overseas Programme–Thailand Unit Core Grant). The Christophe and Rodolphe Mérieux Foundation supported the study through a prize (2008) to FN. MEG was supported by the National Institutes of Health Office of the Director, Fogarty International Center, Office of AIDS Research, National Cancer Center, National Eye Institute, National Heart, Blood, and Lung Institute, National Institute of Dental and Craniofacial Research, National Institute On Drug Abuse, National Institute of Mental Health, National Institute of Allergy and Infectious Diseases, and National Institutes of Health Office of Women’s Health and Research through the Fogarty International Clinical Research Scholars and Fellows Program at Vanderbilt University (R24 TW007988) and the American Relief and Recovery Act. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Refugee and Migrant Women's Views of Antenatal Ultrasound on the Thai Burmese Border: A Mixed Methods Study"
"1907","10.1371/journal.pmed.1000439","2011-05-31T00:00:00Z","This study is based on data from the Full Feature General Practice Research Database obtained under a Medical Research Council license from the UK Medicines and Healthcare Products Regulatory Agency (http://www.mrc.ac.uk/). This study was supported by grants from the UK National Institute for Health Research (RP-PG-0407-10314; http://www.nihr.ac.uk/) and the Wellcome Trust (086091/Z/08/Z; http://www.wellcome.ac.uk/). ADH is supported by a British Heart Foundation Senior Research Fellowship (FS05/125; http://www.bhf.org.uk/). KRA is partly funded by the UK National Institute for Health Research as a Senior Investigator (NF-SI-0508-10061). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. The interpretation and conclusions contained in this study are those of the authors alone.","Threshold Haemoglobin Levels and the Prognosis of Stable Coronary Disease: Two New Cohorts and a Systematic Review and Meta-Analysis"
"1908","10.1371/journal.pone.0034221","2012-03-28T00:00:00Z","This work was supported by the UK Medical Research Council [KNB U117592729] and the Wellcome Trust [KNB 084955]. KNB is a Wellcome Trust Career Development Fellow. The authors would like to acknowledge the support of The University of Cambridge, Cancer Research UK, and the National Institute for Health Research, which funds the Cambridge Bio-medical Research Centre, Cambridge, UK. The Human Research Tissue Bank is supported by the NIHR Cambridge Biomedical Research Centre. The authors would also like to acknowledge the support of the National Cancer Research Prostate Cancer: Mechanisms of Progression and Treatment (PROMPT) collaborative (grant code G0500966/75466), which has funded tissue and urine collections in Cambridge. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","No Evidence for Infection of UK Prostate Cancer Patients with XMRV, BK Virus, Trichomonas vaginalis or Human Papilloma Viruses"
"1909","10.1371/journal.pcbi.1003225","2013-09-12T00:00:00Z","This work was supported by the Wellcome Trust (LTH, MWW, TEJB, grant reference numbers WT088312 and WT080540, http://www.wellcome.ac.uk), the Consortium Of Neuroimagers for Non-invasive Exploration of Brain Connectivity and Tracts (CONNECT; LTH and TEJB, http://www.brain-connect.eu/), the UK Engineering and Physical Sciences Research Council (MWW, http://www.epsrc.ac.uk/) and the UK Medical Research Council (MFSR, http://www.mrc.ac.uk/). The project CONNECT acknowledges the financial support of the Future and Emerging Technologies (FET) program in the Seventh Framework Program for Research of the European Commission, under FET-Open grant number 238292. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Trial-Type Dependent Frames of Reference for Value Comparison"
"1910","10.1371/journal.pgen.1000167","2008-08-29T00:00:00Z","We wish to provide acknowledgement of funding from NIH (U01 HL086528 DWC, DAS, JVP, and NH), the Stardust foundation (DWC), and the University of California Systemwide Biotechnology Research & Education Program GREAT Training Grant 2007–10 (NH), and support of the NIH Neuroscience Microarray Consortium. This study makes use of data generated by the Wellcome Trust Case Control Consortium. A full list of the investigators who contributed to the generation of the data is available from www.wtccc.org.uk. Funding for the project was provided by the Wellcome Trust under award 076113. We wish to provide acknowledgement for the computing resources for our simulations provided by James Lowey and the Translational Genomics Research Institute (TGen) High Performance Bio Computing (HPBC) Center.","Resolving Individuals Contributing Trace Amounts of DNA to Highly Complex Mixtures Using High-Density SNP Genotyping Microarrays"
"1911","10.1371/journal.pone.0044943","2012-09-12T00:00:00Z","This work was funded by the Wellcome Trust and the EMVDA (European Malaria Vaccine Development Association, a European Commission FP6-funded consortium). The research leading to these results has also received funding from the European Community’s Seventh Framework Programme (FP7/2007–2013) under grant agreement No 242095. In addition, this work was supported in part by the Division of Intramural Research, National Institutes of Allergy and Infectious Diseases, National Institutes of Health, and also by the PATH Malaria Vaccine Initiative who support the GIA Reference Center. AVSH and SJD are Jenner Investigators. AVSH is a Wellcome Trust Principal Research Fellow. SJD is a MRC Career Development Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript, except that the design of the rabbit study and the GIA analysis was performed following discussion with PATH MVI.","T Cell Responses Induced by Adenoviral Vectored Vaccines Can Be Adjuvanted by Fusion of Antigen to the Oligomerization Domain of C4b-Binding Protein"
"1912","10.1371/journal.pone.0064510","2013-05-31T00:00:00Z","This work was supported by grants from Glasgow Centre for Reproductive Medicine Ltd., Wellcome Trust (Grant ref: WT087997) and United States National Institutes of Health (NIH): National Institute of Diabetes and Digestive and Kidney Diseases (Grant ref: R01 DK077659). EA is funded by a UK Medical Research Council (MRC) studentship (Grant ref: G0600705). AF is funded by a UK MRC research fellowship (Grant ref: 0701594). The UK MRC (Grant ref: G074882), the Wellcome Trust (Grant ref: WT076467) and the University of Bristol provide core funding support for ALSPAC. The UK MRC (Grant ref: G0600705) and the University of Bristol provide core funding for the MRC Centre of Causal Analyses in Translational Epidemiology. The views expressed in this paper are those of the authors and not necessarily those of any funding body or others whose support is acknowledged. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Anti-Müllerian Hormone Is Not Associated with Cardiometabolic Risk Factors in Adolescent Females"
"1913","10.1371/journal.pone.0034541","2012-04-06T00:00:00Z","This work was funded in Oxford by the Medical Research Council (81696), the European Foundation for the Study of Diabetes (Albert Renold Travel Fellowship awarded to LV), and the Wellcome Trust (095101/Z/10/Z). The research leading to these results has also received funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement n°223211, CEED3. ALG is a Wellcome Trust Senior Fellow in Basic and Biomedical Science. This work was funded in Slovakia by the Slovak Diabetes Association and the Scientific Grant Agency of the Ministry of Education, Science, Research and Sports of the Slovak Republic, and the Slovak Academy of Sciences VEGA2/0151/11. This publication is also the result of the project implementation TRANSENDOGEN/26240220051/supported by the Research & Development Operational Programme funded by the European Regional Development Fund ERDF. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Identification and Functional Characterisation of Novel Glucokinase Mutations Causing Maturity-Onset Diabetes of the Young in Slovakia"
"1914","10.1371/journal.pone.0061319","2013-05-01T00:00:00Z","This study was supported by the Oxford National Institute for Health Research (NIHR) Biomedical Research Centre and the United Kingdom Clinical Research Collaboration (UKCRC) Modernising Medical Microbiology Consortium, the latter funded under the UKCRC Translational Infection Research Initiative supported by Medical Research Council, Biotechnology and Biological Sciences Research Council and the National Institute for Health Research on behalf of the Department of Health (Grant G0800778) and the Wellcome Trust (Grant 087646/Z/08/Z). The authors acknowledge the support of Wellcome Trust core funding (Grant 090532/Z/09/Z). TEP and DWC are NIHR Oxford Biomedical Research Centre senior investigators. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Within-Host Evolution of Staphylococcus aureus during Asymptomatic Carriage"
"1915","10.1371/journal.pone.0015535","2010-11-23T00:00:00Z","This research was supported in part by the Molecular Libraries Initiative of the National Institutes of Health (NIH) Roadmap for Medical Research and the Intramural Research Program of NHGRI, NIH, The Wellcome Trust, The Commonwealth Scholarship Commission in the United Kingdom, and the Biotechnology and Biological Research Council (U.K.). The Structural Genomics Consortium is a registered charity (number 1097737) that receives funds from the Canadian Institutes for Health Research, the Canadian Foundation for Innovation, Genome Canada through the Ontario Genomics Institute, GlaxoSmithKline, Karolinska Institutet, the Knut and Alice Wallenberg Foundation, the Ontario Innovation Trust, the Ontario Ministry for Research and Innovation, Merck & Co., Inc., the Novartis Research Foundation, the Swedish Agency for Innovation Systems, the Swedish Foundation for Strategic Research and the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Quantitative High-Throughput Screening Identifies 8-Hydroxyquinolines as Cell-Active Histone Demethylase Inhibitors"
"1916","10.1371/journal.ppat.1001237","2010-12-23T00:00:00Z","This work was supported by a joint the Bill and Melinda Gates Foundation/Wellcome Trust Grand Challenges in Global Health award (reference 37882). Additional support came from Wellcome Trust awards to GM and RJW (081667, 072070, 084323, 088316), by the European and Developing Countries Clinical Trials Partnership to MXR (060613) and by the European Union (Sante/2006/105-061). KAW, DBY and RJW also receive programme support from the Medical Research Council of the United Kingdom. HPG received a bursary from the Lutheran World Federation and the University of Cape Town. HMV is funded by the Department for Environment, Food & Rural Affairs, UK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Hypoxia Induces an Immunodominant Target of Tuberculosis Specific T Cells Absent from Common BCG Vaccines"
"1917","10.1371/journal.pone.0058904","2013-03-13T00:00:00Z","The UK Medical Research Council (grant number 74882, http:\\www.mrc.ac.uk), the Wellcome Trust (grant number 076467, http:\\www.wellcome.ac.uk) and the University of Bristol provide core support for the ALSPAC study (http:\\www.bris.ac.uk). JWL is supported by an Australia Fellowship (570120) and RKG with a Postdoctoral Training Fellowship (478115) from the National Health and Medical Research Council of Australia (http:\\www.nhmrc.gov.au). LGS, LB and MNM are supported by funds from the Australia Fellowship awarded to JWL. KN and PE are partly supported by European Community's Seventh Framework Programme (245012, http://ec.europa.eu/research/fp7/index_en.cfm). The funders had no role in study design, data collection and analysis, decision to publish or preparation of the manuscript.","Do Dietary Trajectories between Infancy and Toddlerhood Influence IQ in Childhood and Adolescence? Results from a Prospective Birth Cohort Study"
"1918","10.1371/journal.ppat.1002191","2011-08-18T00:00:00Z","We thank the core sequencing and informatics teams at the Sanger Institute for their assistance and The Wellcome Trust for its support of the Sanger Institute Pathogen Genomics and Biology groups and the MRC for their support of GF, KSR and GNS. MCF, GCL, TRC, HSS, GSV, MS, NKP, RAK, JP, GD and NRT were supported by Wellcome Trust grant 076964 and MICROME, an EU Framework Programme 7 Collaborative Project, Grant Agreement Number 222886-2. Work was also supported by Grant ADI-08/2006 from Comisión Nacional de Investigación Científica y Tecnológica (CONICYT) and The World Bank, and grant 1100092 from Fondo Nacional de Desarrollo Científico y Tecnológico (FONDECYT). CJB was supported by fellowships from CONICYT (21080373 and AT-24091015). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Salmonella bongori Provides Insights into the Evolution of the Salmonellae"
"1919","10.1371/journal.pone.0076062","2013-10-08T00:00:00Z","This study received funding from Singapore Ministry of Health NMRC (CBRG12nov036) grant, SIgN and from the Horizontal Programme on Infectious Diseases under the Agency for Science, Technology and Research (A*STAR, Singapore). SMRU is sponsored by The Wellcome Trust of Great Britain, as part of the Oxford Tropical Medicine Research Programme of Wellcome Trust-Mahidol University. JAL was supported by a fellowship from Fundação de Amparo a Pesquisa do Estado de São Paulo (FAPESP - Process no. 2009/52013-3), and FTMC is enrolled at the Programa Estratégico de Ciência, Tecnologia & Inovação nas Fundações Estaduais de Saúde (PECTI/AM Saúde) from Fundação de Amparo à Pesquisa do Estado do Amazonas (FAPEAM). BR also received financial support from the National University of Singapore and National University Health System, Singapore ‘Start Up’ Grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Significant Biochemical, Biophysical and Metabolic Diversity in Circulating Human Cord Blood Reticulocytes"
"1920","10.1371/journal.pone.0032958","2012-03-30T00:00:00Z","The study is funded by grants R01 DK067459, R01-HD34242 and R01-HD34243 from the Eunice Kennedy Shriver National Institute of Child Health and Human Development and the National Institute of Diabetes, Digestive, and Kidney Diseases, by the National Center for Research Resources (M01-RR00048, M01-RR00080), and by the American Diabetes Association. RMF is funded by a Sir Henry Wellcome Postdoctoral Fellowship (Wellcome Trust grant: 085541/Z/08/Z). ATH is employed as a core member of the Peninsula NIHR Clinical Research Facility. Support has also been provided to local field centers by Diabetes UK (RD04/0002756), Kaiser Permanente Medical Center, KK Women's and Children's Hospital, Mater Mother's Hospital, Novo Nordisk, the Myre Sim Fund of the Royal College of Physicians of Edinburgh, and the Howard and Carol Bernick Family Foundation. The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Role of Inflammatory Pathway Genetic Variation on Maternal Metabolic Phenotypes during Pregnancy"
"1921","10.1371/journal.pgen.1002139","2011-06-30T00:00:00Z","This work was supported by the Wellcome Trust (091746/Z/10/Z). DSP is a Marie Curie Training Fellow and supported by NetSim (215820). SM is supported by the National Institute for Health Research (NIHR) Cambridge Biomedical Research Centre. AR is funded by the British Heart Foundation Program Grant RG/09/12/28096. MRT is funded by a Marie Curie Intra-European Fellowship (237296), and BG by Leukaemia and Lymphoma Research and the NIHR Cambridge Biomedical Research Centre. WHO is supported by a NIHR Program Grant to NHSBT (RP-PG-0310-1002). The Cardiogenics and MuTHER consortia are funded under grants from the European Commission through the FP6 (LSHM-CT-2006-037593) and the Wellcome Trust (081917/Z/07/Z), respectively. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Maps of Open Chromatin Guide the Functional Follow-Up of Genome-Wide Association Signals: Application to Hematological Traits"
"1922","10.1371/journal.pone.0066129","2013-06-10T00:00:00Z","This study was supported by the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre and the UKCRC Modernising Medical Microbiology Consortium, the latter funded under the UKCRC Translational Infection Research Initiative supported by Medical Research Council, Biotechnology and Biological Sciences Research Council and the NIHR on behalf of the Department of Health (grant G0800778) and the Wellcome Trust (grant 087646/Z/08/Z). The authors acknowledge the support of Wellcome Trust core funding (grant 090532/Z/09/Z) and MRC Hub (grant G0900747 91070). TEAP and DWC are NIHR Senior Investigators. THNW is an NIHR Oxford BRC Doctoral Research Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Modified RNA-Seq Approach for Whole Genome Sequencing of RNA Viruses from Faecal and Blood Samples"
"1923","10.1371/journal.pone.0039362","2012-06-18T00:00:00Z","This study was supported by grants from the Swedish Research Council (K2010-55X-11285-13, K2008-65X-20753-01-04), the Swedish Foundation for Strategic Research to Sahlgrenska Center for Cardiovascular and Metabolic Research and the Swedish federal government under the LUA/ALF agreement. The strategic initiative for foreigner researchers from the Institute of Medicine at the University of Gothenburg supported Cristina Maglio and Carlo Pirazzi. The Wellcome Trust provides support for Wellcome Trust United Kingdom Type 2 Diabetes Case Control Collection (Go-DARTS) and the Scottish Health Informatics Programme. Further informatics support is provided by the Chief Scientist Office of Scotland. This work was also supported by the UK Medical Research Council (G0601261). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Paradoxical Lower Serum Triglyceride Levels and Higher Type 2 Diabetes Mellitus Susceptibility in Obese Individuals with the PNPLA3 148M Variant"
"1924","10.1371/journal.pone.0016125","2011-01-12T00:00:00Z","The EYHS was Supported by grants from the Danish Heart Foundation, the Danish Medical Research Council Health Foundation, the Danish Council for Sports Research, the Foundation in Memory of Asta Florida Bolding Renée Andersen, the Faculty of Health Sciences, the University of Southern Denmark, the Estonian Science Foundation (grant nos. 3277 and 5209), the Norwegian Council of Cardiovascular Diseases, the Eckbo Legacy, and the European Social Fund. The Pelotas study was funded by grants from the Wellcome Trust. The ROOTS study was funded by the The Wellcome Trust and NIHR Collaboration for Leadership in Applied Health Research & Care (CLAHRC, for Cambridgeshire & Peterborough). The SPEEDY study was funded by grants from the National Prevention Research Initiative, UK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Does Birth Weight Influence Physical Activity in Youth? A Combined Analysis of Four Studies Using Objectively Measured Physical Activity"
"1925","10.1371/journal.pntd.0001760","2012-08-07T00:00:00Z","OJB is funded by a BBSRC Industrial CASE studentship award held by the University of Oxford and Oxitec Ltd, Abingdon, U.K. SIH is funded by a Senior Research Fellowship from the Wellcome Trust (#079091), which also supports PWG. CLM is funded by a Biomedical Resources Grant from the Wellcome Trust (#091835). JSB is funded by National Library of Medicine grants R01 LM010812 and G08 LM009776. JM, AF, and SIH received funding from and with OJB, PWG, and SB acknowledge the contribution of the International Research Consortium on Dengue Risk Assessment Management and Surveillance (IDAMS, European Commission 7th Framework Programme (#21803) (http://www.idams.eu). SIH and TWS also acknowledge support from the RAPIDD program of the Science and Technology Directorate, Department of Homeland Security, and the Fogarty International Center, National Institutes of Health (http://www.fic.nih.gov). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Refining the Global Spatial Limits of Dengue Virus Transmission by Evidence-Based Consensus"
"1926","10.1371/journal.pone.0056061","2013-02-14T00:00:00Z","This work was supported by grants from Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP, 2010/09893-0) and The National Institute for Vaccine Development and Technology (CNPq - INCTV). ARB, MCJ and JAL were supported by fellowships from FAPESP. ECV, RR, FTC, LCF, MMR and ISS were supported by fellowships from CNPq. Support is also acknowledged from the US National Institutes of Health, National Institute for Allergy and Infectious Diseases to MRG (1R01AI24710), from SIgN and from the Horizontal Programme on Infectious Diseases under the Agency for Science, Technology and Research (A*STAR, Singapore). SMRU is sponsored by The Wellcome Trust of Great Britain, as part of the Oxford Tropical Medicine Research Programme of Wellcome Trust-Mahidol University. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Antigenicity and Immunogenicity of Plasmodium vivax Merozoite Surface Protein-3"
"1927","10.1371/journal.pmed.1001112","2011-10-25T00:00:00Z","Cambridgeshire, Ely, ADDITION, EPIC-Norfolk, and the Norfolk Diabetes studies were funded by the MRC with support from NHS Research & Development and the Wellcome Trust. RP received grants from Koeln Fortune and Marga- und Walter-Boll Stiftung. IB acknowledges funding from Wellcome Trust grant 077016/Z/05/Z and United Kingdom NIHR Cambridge Biomedical Research Centre and the MRC Centre for Obesity and Related Metabolic Diseases. PW is supported by BHF fellowship grant FS/10/005/28147. NT-pro-BNP determination in FINRISK97 was done as a part of the MORGAM Biomarker Study funded in part by the Medical Research Council London (G0601463, identification no. 80983) and Roche Diagnostics provided test reagents. VS was supported by the Academy of Finland, grant no 129494. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Mendelian Randomization Study of B-Type Natriuretic Peptide and Type 2 Diabetes: Evidence of Causal Association from Population Studies"
"1928","10.1371/journal.pone.0080506","2013-11-14T00:00:00Z","MR and JT are supported by the EC CoCoRo Project, GA 270382 (http://www.ec.europa.eu).  JT is also financially supported by the Royal Society (http://www.royalsociety.org).  PSA is funded by Engineering and Physical Sciences Research Council grant numbers EP/I005943/1, EP/E053505/1 and EP/I005943/1 (http://www.epsrc.ac.uk).  MC is supported by the Wellcome Trust-funded Centre for Chronic Diseases and Disorders (http://www.wellcome.ac.uk/).  VK is supported by grants from the National Institutes of Health (NIH), United States of America and the Multiple Sclerosis National Research Institute (MSNRI), United States of America (NIH: http://www.nih.gov, MSNRI: http://www.ms-research.org/).  The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Determining Disease Intervention Strategies Using Spatially Resolved Simulations"
"1929","10.1371/journal.pone.0023371","2011-08-10T00:00:00Z","This project was funded by European Commission Framework 7 programme grant 200800 TREAT-OA and the Wellcome Trust UK. Individual cohort data collection was funded by the Medical Research Council (UK), the Oxford NIHR Musculoskeletal Biomedical Research Unit, the Estonian Science Foundation grant No 5308, the Estonian Ministry of Social Affairs grants No 9.6-4/2035 and 12.1-5/597, the Arthritis Research Campaign UK, and the Wellcome Trust UK. These funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. The GOAL study was funded by AstraZeneca, Macclesfield UK, and a BBSRC for CASE studentship funding. AstraZeneca had a role in the GOAL study design. deCODE genetics had a role in study design of the deCODE case controls, data collection of the same study and analysis, decision to publish, and preparation of the manuscript.","Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations"
"1930","10.1371/journal.ppat.1002406","2011-12-15T00:00:00Z","We acknowledge support by Deutsche Forschungsgemeinschaft Grants GR1990/1-2, 1-3, 1-4 and GR1990/2-1 (to KG) and So403/3 (to BS), Human Frontiers Science Programme grant RGY0079/2009-C (to KG), a Wellcome Trust Senior Research Fellowship (to KG), a NanoScienceE+ grant (to KG and BS, DFG GR1990/3-1 and So403/4-1), a European Commission New Emerging Science and Technologies Contract 012702 (to BS), the Academy of Finland grants 114649, 130750, 218080 (to JTH) and the Wellcome Trust core award 090532/Z/09/Z to the WTCHG. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Cryo Electron Tomography of Herpes Simplex Virus during Axonal Transport and Secondary Envelopment in Primary Neurons"
"1931","10.1371/journal.pone.0023244","2011-08-18T00:00:00Z","This work was funded by a program grant to Dr. Shaw from the Wellcome Trust (http://www.wellcome.ac.uk/), an NC3Rs project grant (http://www.nc3rs.org.uk/) to Dr. Grierson, Dr. Mead, Dr. Azzouz and Dr. Sharp, an EPSRC/BBSRC collaborative project grant (EP/G062137/1, http://www.epsrc.ac.uk/) to Dr. Battaglia, Dr. Mead, Dr. Azzouz and Dr. Shaw, and by the European Union under the 7th Framework Program for RTD (http://cordis.europa.eu/fp7/home_en.html) - Project MitoTarget - Grant Agreement HEALTH-F2-2008-223388 awarded to Dr. Shaw, Dr. Grierson, Dr. Sunyach and Dr. Pettmann and the Moody Trust (Dr. Kasher). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Optimised and Rapid Pre-clinical Screening in the SOD1G93A Transgenic Mouse Model of Amyotrophic Lateral Sclerosis (ALS)"
"1932","10.1371/journal.pone.0069662","2013-07-25T00:00:00Z","This work was financially supported by the Wellcome Trust (N°210183. 183, AHDW/03/04)(http://www.wellcome.ac.uk/) and the European Community's Seventh Framework Programme (FP7/2007–2013) (http://cordis.europa.eu/fp7/home_en.html) under grant agreement KBBE- 211691- ASFRISK, partially funded by the European Community's Seventh Framework Programme (FP7/2012–2015) (http://cordis.europa.eu/projects/rcn/105070_en.html) under grant agreement KBBE - 311931 - ASForce, and also partially funded by the European Union through the Network of Excellence EPIZONE (number FOOD-CT-2006-016236)(http://www.epizone-eu.net/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Comprehensive Phylogenetic Reconstructions of African Swine Fever Virus: Proposal for a New Classification and Molecular Dating of the Virus"
"1933","10.1371/journal.pone.0038983","2012-07-03T00:00:00Z","This work was funded by the BBSRC, grant BB/H088071/1 (www.bbsrc.ac.uk), MRC, grant G0700760 (www.mrc.ac.uk), Wellcome Trust, grant 095645/Z/11/Z (www.wellcome.ac.uk) and the EU through EpiGeneSys (www.epigenesys.eu) and Blueprint (www.blueprint-epigenome.eu). C.K. was funded by the DFG, personal fellowship KR 3317/2-1 (www.dfg.de) and CTR, personal short term fellowship (www.trophoblast.cam.ac.uk). M.J.H. received funding through grant NCI/NIH 2RO1 CA089426 (www.nih.gov). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Pairing of Homologous Regions in the Mouse Genome Is Associated with Transcription but Not Imprinting Status"
"1934","10.1371/journal.pone.0052179","2013-01-02T00:00:00Z","IMA and XL were supported by Wellcome Trust Project Grant 088266 to IMA and AJB. AKJV was funded by an E.C. Marie Curie postdoctoral fellowship (MEIF-CT-2005-023694) and an EMBO short-term fellowship (244-2007). XL was supported additionally by Wellcome Trust Project Grant 088231 to AJB and KN. DR was supported by a University of Bristol Centenary Postgraduate Studentship. This work was also supported in part by MRC project grants G0701243 and MR-J002097-1 to AJB and AJB and KN, respectively, and by Grants-in-Aid for Scientific Research (22570161 and 23121516 to TM, and 21227006 to KN) and Targeted Proteins Research Program from the Ministry of Education, Culture, Sports, Science and Technology of Japan and by Takeda Science Foundation (to TM). YVM is a Research Fellow of the Japanese Society for the Promotion of Science. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Isolation of Salmonella Mutants Resistant to the Inhibitory Effect of Salicylidene acylhydrazides on Flagella-Mediated Motility"
"1935","10.1371/journal.pone.0025786","2011-10-06T00:00:00Z","This project has been funded by PATH Malaria Vaccine Initiative (MVI). Prof. Marsh is supported by the Wellcome Trust. Philip Bejon is supported by the Biomedical Research Centre in Oxford. Two authors (TV and BS) are MVI employees and were involved in trial design and writing the report. Dr. Villafana was an employee of MVI throughout the duration of the study, but has since moved to MedImmune, LLC. MedImmune, LLC had no role in the study design, data collection, analysis, decision to publish, preparation of the manuscript or any other aspect of the study. The Wellcome Trust and Biomedical Research Centre had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. MVI had no other role in data collection or analysis, and the decision to publish was covered by a pre-study agreement.","Circumsporozoite-Specific T Cell Responses in Children Vaccinated with RTS,S/AS01E and Protection against P falciparum Clinical Malaria"
"1936","10.1371/journal.pone.0054066","2013-01-17T00:00:00Z","Novartis Pharma AG provided support for the technical development of the SMS for Life project, development of training materials and funded the operational costs during the six months of the pilot. The United States President’s Malaria Initiative/USAID, through Management Sciences for Health/Health Commodities and Services Management Program, provided support for health workers training. Medicines for Malaria Venture provided support for evaluation component of the project. RWS is supported by the Wellcome Trust as a Principal Research Fellow (#079080). SG and DZ acknowledge the support of Medicines for Malaria Venture (A&D 09/10). SG, DZ and RWS acknowledge the support of the Wellcome Trust to the Kenyan Major Overseas Programme (#092654). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Reducing Stock-Outs of Life Saving Malaria Commodities Using Mobile Phone Text-Messaging: SMS for Life Study in Kenya"
